Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0265413	3679	1495	1879	6220	2223	2644	1853	2336	2677	3172	3109	3241	2731.42	2289	3174	1.403	0.489	4.546	5.47259122282082e-06	8.71127265949909e-05	0.0131	0.0055	0.0079	0.0079	TRUE	NA
FBgn0037213	848	324	285	1206	451	594	427	506	406	615	631	728	552.23	446	658	1.473	0.559	4.524	6.06844742283898e-06	9.59136911255789e-05	0.0081	0.0093	0.009	0.009	TRUE	NA
FBgn0085339	2334	702	745	2767	1157	1224	1176	1097	1062	1411	1618	1500	1310.61	1112	1510	1.352	0.435	4.521	6.14692691622687e-06	9.69824335016007e-05	0.0045	0.0065	0.0058	0.0058	TRUE	NA
FBgn0261444	1212	457	372	1669	681	747	610	714	530	851	952	916	762.31	618	906	1.463	0.549	4.516	6.29849142419158e-06	9.91984628183965e-05	0.0127	0.008	0.0092	0.0092	TRUE	NA
FBgn0037632	11332	4268	5066	13664	6206	7091	5708	6670	7219	6968	8680	8691	7322.56	6532	8113	1.24	0.311	4.513	6.39840572364308e-06	0.000100594653366431	8e-04	0.0049	0.0033	0.0033	TRUE	NA
FBgn0259734	477	186	156	740	274	332	240	291	222	377	383	407	320.12	251	389	1.554	0.636	4.499	6.82451876173226e-06	0.000106917460600472	0.0046	0.0127	0.0109	0.0109	TRUE	NA
FBgn0025865	8094	3179	3256	9844	4224	4976	4077	4968	4639	5020	5908	6099	5118.52	4561	5676	1.244	0.314	4.498	6.84993937737944e-06	0.000107127773450085	6e-04	0.005	0.0033	0.0033	TRUE	NA
FBgn0262081	13232	4794	4434	16854	6637	7137	6665	7492	6318	8594	9283	8748	7849.96	6825	8875	1.3	0.379	4.495	6.94430684357734e-06	0.000108413741456548	0.0051	0.0049	0.005	0.005	TRUE	NA
FBgn0000490	319	114	98	512	208	202	161	178	140	261	291	248	213.01	160	267	1.668	0.738	4.489	7.1402104718381e-06	0.000110890573066981	0.0051	0.0168	0.0141	0.0141	TRUE	NA
FBgn0029856	400	81	133	750	182	206	201	127	190	382	255	252	234.51	173	296	1.71	0.774	4.489	7.16071354013977e-06	0.000111015923460847	0.0184	0.0157	0.0162	0.0162	TRUE	NA
FBgn0035173	792	312	266	1192	443	506	399	488	379	608	620	620	518.86	422	616	1.466	0.552	4.483	7.37436670779228e-06	0.0001139326897934	0.0069	0.0096	0.0088	0.0088	TRUE	NA
FBgn0013997	3149	1141	1084	4567	1651	1646	1586	1783	1545	2329	2309	2017	1928.23	1638	2218	1.357	0.44	4.481	7.4396750284629e-06	0.000114545341386506	0.0073	0.0059	0.0064	0.0064	TRUE	NA
FBgn0033368	107	24	30	189	76	86	54	38	43	96	106	105	73.71	45	102	2.242	1.165	4.464	8.05501774320071e-06	0.000123381318090536	0	0.0399	0.0321	0.0321	TRUE	NA
FBgn0000053	3162	1292	1471	3922	1888	2087	1593	2019	2096	2000	2641	2558	2151.07	1903	2400	1.26	0.334	4.456	8.35930125064003e-06	0.000127604376355924	0	0.0057	0.0035	0.0035	TRUE	NA
FBgn0003447	44	15	23	149	44	57	22	23	33	76	62	70	47.63	26	69	2.724	1.446	4.454	8.40893378118908e-06	0.000127924665529844	0	0.0593	0.0478	0.0478	TRUE	NA
FBgn0040070	6583	1946	2534	8494	3049	3565	3316	3041	3611	4331	4265	4370	3822.18	3323	4322	1.301	0.379	4.45	8.60522846158501e-06	0.000130024856450007	0.0045	0.0052	0.0049	0.0049	TRUE	NA
FBgn0038545	127	26	41	278	70	85	64	41	58	142	98	104	84.48	54	115	2.109	1.076	4.448	8.67919308931307e-06	0.000130920936296564	0	0.0354	0.0273	0.0273	TRUE	NA
FBgn0035091	774	188	255	1102	358	390	390	294	363	562	501	478	431.28	349	514	1.469	0.555	4.446	8.76100548950132e-06	0.000131932173728915	0.0016	0.0106	0.0086	0.0086	TRUE	NA
FBgn0029664	1026	331	384	1527	482	608	517	517	547	779	674	745	629.88	527	733	1.396	0.482	4.435	9.19757690086867e-06	0.000137187923249633	0.0023	0.0087	0.0067	0.0067	TRUE	NA
FBgn0053105	1060	191	315	1596	471	450	534	298	449	814	659	552	550.9	427	675	1.581	0.661	4.435	9.2021910444043e-06	0.000137187923249633	0.0302	0.0093	0.0138	0.0138	TRUE	NA
FBgn0030863	3273	881	899	4043	1228	1427	1648	1377	1281	2062	1718	1749	1639.1	1435	1843	1.285	0.362	4.431	9.39117591158678e-06	0.000139076618392156	0	0.0061	0.0041	0.0041	TRUE	NA
FBgn0010551	5540	1941	2257	6900	2705	3283	2790	3033	3216	3519	3783	4024	3394.27	3013	3775	1.253	0.326	4.425	9.65738959636502e-06	0.00014278226671447	6e-04	0.0053	0.0036	0.0036	TRUE	NA
FBgn0051460	377	99	150	674	203	233	190	155	214	344	284	286	245.26	186	305	1.64	0.714	4.409	1.038281862356e-05	0.000152748880244465	0.0108	0.0152	0.0142	0.0142	TRUE	NA
FBgn0031268	164	67	58	350	106	135	83	105	83	178	148	165	127.03	90	164	1.856	0.892	4.375	1.2141993018251e-05	0.000176592830053716	0.0066	0.0251	0.0208	0.0208	TRUE	NA
FBgn0264305	1879	731	694	2737	955	1139	946	1142	989	1396	1336	1396	1200.86	1026	1376	1.348	0.431	4.375	1.21387205211553e-05	0.000176592830053716	0.0047	0.0067	0.0061	0.0061	TRUE	NA
FBgn0034029	855	256	322	1291	405	491	431	400	459	658	566	602	519.36	430	609	1.421	0.507	4.37	1.24286045775394e-05	0.000180174413762057	0.0022	0.0096	0.0076	0.0076	TRUE	NA
FBgn0001206	1027	323	356	1306	522	583	517	505	507	666	730	715	606.66	510	704	1.373	0.457	4.367	1.2623639543064e-05	0.000182705188200262	0	0.0088	0.0061	0.0061	TRUE	NA
FBgn0038815	262	90	91	469	157	167	132	141	130	239	220	205	177.62	134	221	1.663	0.734	4.366	1.26817709793117e-05	0.000182953497326742	0	0.0192	0.014	0.014	TRUE	NA
FBgn0036449	3138	886	951	3766	1269	1510	1581	1385	1355	1920	1775	1851	1644.39	1440	1849	1.283	0.36	4.358	1.31387245738185e-05	0.000189240016845482	0	0.0061	0.0042	0.0042	TRUE	NA
FBgn0030433	652	251	324	1078	416	467	328	392	462	550	582	572	481.05	394	568	1.461	0.547	4.342	1.41080712655159e-05	0.00020189916089913	0.0071	0.01	0.0091	0.0091	TRUE	NA
FBgn0030456	1108	392	409	1456	582	654	558	613	583	742	814	802	685.26	585	786	1.344	0.426	4.334	1.46199840270461e-05	0.000208556641152591	0	0.0083	0.0054	0.0054	TRUE	NA
FBgn0040308	1269	375	475	1779	597	689	639	586	677	907	835	844	748.12	634	862	1.362	0.446	4.333	1.46778214346605e-05	0.000209047759826983	0.0016	0.008	0.0061	0.0061	TRUE	NA
FBgn0039869	3426	875	951	4155	1231	1585	1726	1367	1355	2119	1722	1943	1705.23	1483	1928	1.303	0.382	4.32	1.55902413213615e-05	0.000221336812400252	0.0029	0.0061	0.0049	0.0049	TRUE	NA
FBgn0026179	799	274	243	1048	466	464	402	428	346	534	652	569	488.63	392	585	1.48	0.566	4.318	1.57702763420835e-05	0.000222830012238617	0.0105	0.0099	0.0101	0.0101	TRUE	NA
FBgn0030305	816	259	329	1178	492	464	411	405	469	601	688	569	523.69	428	619	1.445	0.531	4.318	1.57644243137776e-05	0.000222830012238617	0.0069	0.0095	0.0088	0.0088	TRUE	NA
FBgn0263118	680	201	212	928	318	374	342	314	302	473	445	458	389.18	319	459	1.433	0.519	4.318	1.57702655619315e-05	0.000222830012238617	0	0.0112	0.0076	0.0076	TRUE	NA
FBgn0063667	8	1	4	42	20	25	4	2	6	21	28	31	15.22	4	27	6.621	2.727	4.316	1.59133075780178e-05	0.000224495792530331	0.0064	0.176	0.1389	0.1389	TRUE	NA
FBgn0033663	32719	11711	13718	37777	16804	19506	16479	18302	19547	19264	23503	23908	20167.25	18109	22225	1.224	0.291	4.315	1.59822776917573e-05	0.000224758645334477	0.0019	0.0047	0.0032	0.0032	TRUE	NA
FBgn0051614	616	168	151	1183	261	252	310	263	215	603	365	309	344.19	263	426	1.596	0.675	4.303	1.68401296438206e-05	0.000235591486353629	0.0193	0.0121	0.0141	0.0141	TRUE	NA
FBgn0017577	2200	772	876	2869	1162	1224	1108	1206	1248	1463	1625	1500	1358.54	1187	1529	1.29	0.367	4.301	1.6984232344214e-05	0.000236983116927861	0	0.0065	0.0044	0.0044	TRUE	NA
FBgn0034753	11975	4713	6054	14785	7226	8512	6031	7366	8626	7539	10107	10433	8350.41	7341	9360	1.273	0.348	4.295	1.74979191862122e-05	0.000243390059708528	0.0052	0.0048	0.0046	0.0046	TRUE	NA
FBgn0051219	2643	990	1199	4958	1443	1677	1331	1547	1708	2528	2018	2055	1864.81	1529	2200	1.443	0.529	4.29	1.7843471048824e-05	0.000247425770909936	0.022	0.0059	0.0104	0.0104	TRUE	NA
FBgn0032444	8440	3352	4045	10167	4904	5600	4251	5239	5764	5185	6859	6864	5693.43	5085	6303	1.238	0.308	4.278	1.88639184326622e-05	0.000260765931275036	0.0012	0.005	0.0035	0.0035	TRUE	NA
FBgn0036641	300	117	151	555	201	242	151	183	215	283	281	297	234.98	183	287	1.597	0.676	4.242	2.2108271309077e-05	0.000302338227856137	0.0075	0.0156	0.0135	0.0135	TRUE	NA
FBgn0039562	28975	11186	13200	33097	16250	19055	14594	17482	18809	16877	22728	23355	18974.18	16962	20987	1.231	0.299	4.228	2.35798669652606e-05	0.000320988128048441	0.0019	0.0047	0.0036	0.0036	TRUE	NA
FBgn0028434	125	25	50	237	83	104	63	39	71	121	116	127	89.61	58	121	2.081	1.057	4.216	2.48410151543521e-05	0.000336616487599946	0.021	0.0337	0.0317	0.0317	TRUE	NA
FBgn0004584	3572	1047	1202	4271	1532	1756	1799	1636	1713	2178	2143	2152	1936.85	1716	2158	1.256	0.329	4.214	2.50388948143059e-05	0.000338271302105524	0	0.0059	0.0038	0.0038	TRUE	NA
FBgn0013347	1175	265	370	1584	467	579	592	414	527	808	653	710	617.29	511	724	1.415	0.501	4.203	2.63510924289486e-05	0.000354924970423094	0.0074	0.0088	0.0084	0.0084	TRUE	NA
FBgn0030040	3206	1231	1528	3784	1921	2452	1615	1924	2177	1930	2687	3005	2222.94	1905	2541	1.318	0.399	4.202	2.64864680926032e-05	0.000356211084438172	0.0066	0.0057	0.006	0.006	TRUE	NA
FBgn0026430	1648	636	661	2104	885	1021	830	994	942	1073	1238	1251	1054.67	922	1187	1.289	0.366	4.196	2.71251982056655e-05	0.000364252661618937	0	0.007	0.0045	0.0045	TRUE	NA
FBgn0032805	337	91	92	625	156	155	170	142	131	319	218	190	194.99	148	242	1.639	0.713	4.19	2.78677586680892e-05	0.000370877920873377	0.0066	0.0179	0.0147	0.0147	TRUE	NA
FBgn0031816	247	92	109	369	176	203	124	144	155	188	246	249	184.44	141	228	1.598	0.676	4.181	2.89894615711013e-05	0.000383519839748051	0	0.0187	0.0129	0.0129	TRUE	NA
FBgn0034249	870	255	362	1141	491	556	438	399	516	582	687	681	550.43	451	650	1.431	0.517	4.164	3.12893240767229e-05	0.000410902447066376	0.0086	0.0093	0.0091	0.0091	TRUE	NA
FBgn0011674	180	47	59	312	99	119	91	73	84	159	138	146	115.27	83	148	1.783	0.834	4.155	3.2590100832417e-05	0.000427133997750405	0	0.0272	0.019	0.019	TRUE	NA
FBgn0034259	1558	486	608	2091	725	929	785	760	866	1066	1014	1139	938.26	804	1073	1.337	0.418	4.154	3.26209839267386e-05	0.000427133997750405	0.003	0.0073	0.0061	0.0061	TRUE	NA
FBgn0031048	1328	526	621	1593	826	991	669	822	885	812	1155	1215	926.34	792	1061	1.323	0.404	4.148	3.35027458095868e-05	0.000437026535358193	0.0023	0.0073	0.0057	0.0057	TRUE	NA
FBgn0051216	2546	853	884	3574	1113	1326	1282	1333	1260	1823	1557	1625	1479.92	1292	1668	1.294	0.372	4.148	3.35233120627505e-05	0.000437026535358193	0.0026	0.0063	0.005	0.005	TRUE	NA
FBgn0031245	288	93	128	495	175	206	145	145	182	252	245	252	203.74	157	250	1.598	0.677	4.138	3.51045068791461e-05	0.000456972662435531	0.0017	0.0173	0.0138	0.0138	TRUE	NA
FBgn0051116	257	88	100	429	159	172	129	138	142	219	222	211	176.9	136	217	1.602	0.679	4.119	3.80458608770431e-05	0.000493105279581996	0	0.0193	0.0133	0.0133	TRUE	NA
FBgn0037717	806	285	343	1079	458	519	406	445	489	550	641	636	527.84	447	609	1.362	0.446	4.118	3.82921865584547e-05	0.000495578588357971	0	0.0095	0.0064	0.0064	TRUE	NA
FBgn0033268	112	40	52	202	86	120	56	63	74	103	120	147	93.9	64	123	1.905	0.93	4.114	3.89556210700046e-05	0.000503435160861275	0	0.0323	0.0245	0.0245	TRUE	NA
FBgn0022774	1231	538	607	1641	770	887	620	841	865	837	1077	1087	887.78	775	1000	1.297	0.376	4.103	4.07286498193195e-05	0.00052558792324642	0	0.0075	0.0048	0.0048	TRUE	NA
FBgn0262782	3760	1567	2039	5166	2331	2806	1894	2449	2905	2634	3260	3439	2763.66	2416	3111	1.297	0.375	4.099	4.15066592183214e-05	0.000534084246137767	0.006	0.0055	0.0057	0.0057	TRUE	NA
FBgn0039644	1845	618	670	2422	875	968	929	966	955	1235	1224	1186	1082.52	950	1215	1.282	0.358	4.097	4.1774650411781e-05	0.000536759177233388	0	0.0069	0.0045	0.0045	TRUE	NA
FBgn0036272	1482	481	551	1777	758	856	746	752	785	906	1060	1049	883.13	761	1005	1.312	0.391	4.088	4.34739756668386e-05	0.000556192840551388	0.0011	0.0075	0.0054	0.0054	TRUE	NA
FBgn0085354	226	62	98	351	142	186	114	97	140	179	199	228	159.32	117	202	1.709	0.773	4.048	5.16323041088637e-05	0.000651237960017165	0.0125	0.0209	0.0192	0.0192	TRUE	NA
FBgn0032436	13	6	4	62	31	18	7	9	6	32	43	22	19.78	7	32	4.543	2.184	4.047	5.18428243051191e-05	0.000652092740740543	0	0.1365	0.12	0.12	TRUE	NA
FBgn0038043	591	195	238	744	342	425	298	305	339	379	478	521	386.7	314	459	1.442	0.528	4.047	5.18461193645896e-05	0.000652092740740543	0.005	0.0113	0.0094	0.0094	TRUE	NA
FBgn0261244	2565	822	895	3110	1214	1294	1292	1285	1275	1586	1698	1586	1453.62	1284	1623	1.262	0.336	4.045	5.24070062019327e-05	0.000658220204477157	0	0.0063	0.0042	0.0042	TRUE	NA
FBgn0016697	1459	621	756	2197	929	1013	735	971	1077	1120	1299	1242	1073.98	928	1220	1.334	0.416	4.028	5.62833569013459e-05	0.000699944351393548	0.0061	0.007	0.0067	0.0067	TRUE	NA
FBgn0013720	563	190	244	767	325	391	284	297	348	391	455	479	375.52	310	442	1.421	0.507	4.024	5.71510860125719e-05	0.000708832219572594	0	0.0115	0.0086	0.0086	TRUE	NA
FBgn0030241	1674	772	775	2067	1058	1219	843	1206	1104	1054	1480	1494	1196.98	1051	1343	1.274	0.35	4.023	5.74412042190254e-05	0.000710456999551103	0	0.0067	0.0045	0.0045	TRUE	NA
FBgn0028991	421	88	91	607	171	167	212	138	130	310	239	205	205.44	160	251	1.573	0.654	4.019	5.84158036327498e-05	0.000721511931452913	0	0.0172	0.0133	0.0133	TRUE	NA
FBgn0028670	5760	2197	2618	6817	3157	3648	2901	3434	3730	3476	4416	4471	3738.02	3355	4121	1.226	0.294	4.013	5.9885983501229e-05	0.000738648940146374	8e-04	0.0052	0.0036	0.0036	TRUE	NA
FBgn0040238	3223	1204	1199	4308	1537	1817	1623	1882	1708	2197	2150	2227	1964.5	1738	2191	1.265	0.339	4.007	6.14657030994075e-05	0.000756045080823291	0.0023	0.0059	0.0046	0.0046	TRUE	NA
FBgn0037028	562	141	189	783	244	363	283	220	269	399	341	445	326.37	257	395	1.529	0.613	4.002	6.29311194441109e-05	0.000771943539335042	0.0159	0.0125	0.0134	0.0134	TRUE	NA
FBgn0026380	1898	632	788	2405	1064	1071	956	988	1123	1226	1488	1313	1182.29	1022	1342	1.31	0.39	3.999	6.36670483506151e-05	0.000778831153110949	0.0041	0.0067	0.0059	0.0059	TRUE	NA
FBgn0020391	327	122	145	507	227	223	165	191	207	259	317	273	235.22	188	283	1.516	0.601	3.993	6.51521264310702e-05	0.000794820340204176	0	0.0156	0.0116	0.0116	TRUE	NA
FBgn0030344	2476	825	872	3199	1109	1270	1247	1289	1243	1631	1551	1557	1419.66	1260	1580	1.256	0.329	3.986	6.73152166222912e-05	0.000817856985628653	0	0.0064	0.0041	0.0041	TRUE	NA
FBgn0261931	2088	796	746	2682	1036	1246	1052	1244	1063	1368	1449	1527	1283.75	1120	1448	1.295	0.372	3.979	6.9108645942238e-05	0.000838505717750252	0.0029	0.0066	0.0055	0.0055	TRUE	NA
FBgn0264743	2359	892	946	3354	1172	1361	1188	1394	1348	1710	1639	1668	1491.31	1310	1672	1.285	0.361	3.97	7.19056511930384e-05	0.000865387419344788	0.0033	0.0063	0.0052	0.0052	TRUE	NA
FBgn0035523	79	10	23	180	65	41	40	16	33	92	91	50	53.52	30	78	2.626	1.393	3.968	7.23751560321997e-05	0.000869865603455644	0.0967	0.0533	0.0623	0.0623	TRUE	NA
FBgn0267408	5072	1899	2043	5889	2574	3008	2555	2968	2911	3003	3600	3687	3120.58	2811	3430	1.217	0.283	3.967	7.27481622044506e-05	0.000873173506029226	2e-04	0.0054	0.0033	0.0033	TRUE	NA
FBgn0033205	2733	920	1146	4076	1361	1504	1377	1438	1633	2079	1904	1843	1712.13	1483	1942	1.314	0.394	3.962	7.4467132935661e-05	0.000889361874402255	0.0071	0.0061	0.0065	0.0065	TRUE	NA
FBgn0032421	202	88	119	429	143	210	102	138	170	219	200	257	180.83	137	225	1.705	0.77	3.956	7.61751719251953e-05	0.000906992380389326	0.0269	0.019	0.021	0.021	TRUE	NA
FBgn0038453	1754	482	534	2403	675	763	883	753	761	1225	944	935	917.05	799	1035	1.294	0.372	3.955	7.6589196297628e-05	0.000910707753578985	9e-04	0.0074	0.0051	0.0051	TRUE	NA
FBgn0038261	22	15	9	68	40	39	11	23	13	35	56	48	30.96	16	46	2.972	1.572	3.951	7.78092305988825e-05	0.000922757542162046	0	0.0888	0.069	0.069	TRUE	NA
FBgn0036560	18	4	5	74	14	32	9	6	7	38	20	39	19.83	7	32	4.299	2.104	3.939	8.18040114270342e-05	0.000963733274463609	0	0.1361	0.1174	0.1174	TRUE	NA
FBgn0038107	2179	701	947	2710	1137	1422	1097	1096	1349	1382	1590	1743	1376.26	1181	1572	1.326	0.407	3.937	8.25756984928836e-05	0.000971542803084915	0.0086	0.0064	0.0069	0.0069	TRUE	NA
FBgn0083983	167	27	54	338	82	88	84	42	77	172	115	108	99.69	68	132	1.933	0.951	3.936	8.28539064005958e-05	0.000973533400207001	0.0219	0.0307	0.0294	0.0294	TRUE	NA
FBgn0034390	1217	459	546	1531	708	790	613	717	778	781	990	968	807.92	703	913	1.296	0.374	3.929	8.52931359760707e-05	0.000999563916359989	0	0.0078	0.0052	0.0052	TRUE	NA
FBgn0052436	572	252	212	938	363	365	288	394	302	478	508	447	402.9	328	478	1.473	0.558	3.923	8.75214180533e-05	0.00102165524603395	0.0142	0.011	0.0118	0.0118	TRUE	NA
FBgn0031992	473	66	101	704	148	163	238	103	144	359	207	200	208.51	162	255	1.583	0.662	3.92	8.86929051603231e-05	0.00102994491948204	0.0027	0.017	0.0145	0.0145	TRUE	NA
FBgn0030466	4316	1789	1714	5091	2506	2692	2174	2796	2442	2596	3505	3300	2802.11	2471	3134	1.262	0.336	3.918	8.92554146077823e-05	0.00103359560352138	0.0039	0.0055	0.0049	0.0049	TRUE	NA
FBgn0261842	61	20	43	143	62	92	31	31	61	73	87	113	65.94	41	91	2.229	1.156	3.915	9.03003615304092e-05	0.00104318528908998	0.045	0.0441	0.0443	0.0443	TRUE	NA
FBgn0039651	84	44	35	181	84	82	42	69	50	92	117	101	78.54	54	103	1.966	0.975	3.906	9.37947101763645e-05	0.00107936438385945	0	0.0378	0.03	0.03	TRUE	NA
FBgn0037848	1004	368	414	1433	537	590	506	575	590	731	751	723	645.95	557	735	1.329	0.41	3.904	9.46498464307832e-05	0.00108649049731193	0	0.0086	0.0063	0.0063	TRUE	NA
FBgn0035710	20	3	5	61	22	25	10	5	7	31	31	31	19.07	7	31	4.063	2.023	3.896	9.7967375845487e-05	0.0011215241279887	0	0.1414	0.1072	0.1072	TRUE	NA
FBgn0030053	737	293	334	958	448	517	371	458	476	489	627	634	508.97	435	583	1.337	0.419	3.889	0.000100561592432715	0.00114689019211257	0	0.0097	0.0063	0.0063	TRUE	NA
FBgn0027885	5007	1356	1416	6185	1794	2023	2522	2119	2018	3154	2509	2480	2466.9	2220	2714	1.222	0.289	3.887	0.000101619223223331	0.00115599957119025	1e-04	0.0056	0.0035	0.0035	TRUE	NA
FBgn0003943	24248	8613	9526	28766	11370	12842	12213	13461	13574	14669	15903	15740	14259.81	13083	15437	1.181	0.24	3.882	0.00010346851426572	0.00117553922696296	0	0.0047	0.0027	0.0027	TRUE	NA
FBgn0266421	824	187	269	1181	364	368	415	292	383	602	509	451	442.16	363	521	1.43	0.516	3.878	0.000105523545492575	0.00119584424016332	0.0093	0.0104	0.0102	0.0102	TRUE	NA
FBgn0020249	1441	580	730	2095	881	967	726	906	1040	1068	1232	1185	1026.36	891	1162	1.318	0.399	3.876	0.000106140881999528	0.001201214590912	0.0055	0.0071	0.0066	0.0066	TRUE	NA
FBgn0053558	5668	1827	1709	6364	2815	2912	2855	2855	2435	3245	3937	3569	3149.48	2715	3584	1.315	0.396	3.876	0.000106316925934256	0.001201214590912	0.0112	0.0054	0.0072	0.0072	TRUE	NA
FBgn0035113	194	60	66	296	117	135	98	94	94	151	164	165	127.6	95	160	1.666	0.736	3.863	0.000111906498058875	0.00125701261341605	0	0.025	0.0174	0.0174	TRUE	NA
FBgn0038804	172	50	61	256	115	124	87	78	87	131	161	152	115.84	84	148	1.728	0.789	3.863	0.000112128394779129	0.00125792282082615	0	0.0271	0.0203	0.0203	TRUE	NA
FBgn0035285	1815	494	570	2271	746	807	914	772	812	1158	1043	989	948.16	833	1063	1.276	0.352	3.862	0.000112503184996241	0.00126054384192776	0	0.0073	0.0048	0.0048	TRUE	NA
FBgn0053926	1318	485	582	1575	785	858	664	758	829	803	1098	1052	867.3	750	984	1.3	0.378	3.859	0.000113653532158179	0.00127183714557963	0.0017	0.0075	0.0057	0.0057	TRUE	NA
FBgn0051324	1569	569	571	2079	801	840	790	889	814	1060	1120	1030	950.53	831	1070	1.291	0.368	3.851	0.000117862644128928	0.00131564176508916	0.0014	0.0073	0.0054	0.0054	TRUE	NA
FBgn0261014	13122	5517	5930	15599	7380	8050	6609	8622	8450	7955	10322	9867	8637.36	7894	9381	1.19	0.251	3.85	0.000118120698525472	0.00131646114753603	3e-04	0.0048	0.0029	0.0029	TRUE	NA
FBgn0030966	372	134	158	460	266	288	187	209	225	235	372	353	263.59	207	320	1.498	0.584	3.841	0.00012277268706902	0.00135856269581951	0.0077	0.0144	0.0125	0.0125	TRUE	NA
FBgn0027945	395	95	99	557	150	220	199	148	141	284	210	270	208.66	163	255	1.563	0.644	3.818	0.000134352576588277	0.00147754742479473	0.009	0.017	0.015	0.015	TRUE	NA
FBgn0039590	2420	942	797	3108	1233	1433	1219	1472	1136	1585	1725	1756	1482.09	1276	1689	1.323	0.404	3.814	0.000136741547104759	0.00150012532634582	0.0099	0.0063	0.0073	0.0073	TRUE	NA
FBgn0028692	6065	2428	2567	7052	3203	3709	3055	3795	3658	3596	4480	4546	3854.84	3503	4207	1.199	0.262	3.804	0.000142219171771965	0.00155448862169357	1e-04	0.0052	0.0031	0.0031	TRUE	NA
FBgn0046214	7975	2882	3075	9056	3982	4379	4017	4504	4382	4618	5569	5367	4742.84	4301	5185	1.202	0.266	3.792	0.000149729519735301	0.00163258194290139	7e-04	0.0051	0.0033	0.0033	TRUE	NA
FBgn0039696	1181	394	451	1430	606	687	595	616	643	729	848	842	712.01	618	806	1.298	0.376	3.786	0.000153306164780543	0.00166750797989069	0	0.0082	0.0056	0.0056	TRUE	NA
FBgn0004872	1680	562	532	2629	805	766	846	878	758	1341	1126	939	981.32	827	1135	1.368	0.453	3.784	0.000154621712260431	0.00167977115630857	0.0137	0.0072	0.0091	0.0091	TRUE	NA
FBgn0020653	7743	3042	3474	8757	4274	4858	3900	4754	4950	4466	5978	5954	5000.31	4535	5466	1.2	0.263	3.78	0.000157123351034879	0.00170280524847266	6e-04	0.0051	0.0033	0.0033	TRUE	NA
FBgn0012037	1335	427	582	1757	678	859	672	667	829	896	948	1053	844.35	723	966	1.335	0.417	3.766	0.000166107335842539	0.00179580933301921	0.0073	0.0076	0.0075	0.0075	TRUE	NA
FBgn0023512	2113	984	1144	2598	1396	1574	1064	1538	1630	1325	1953	1929	1573.12	1411	1736	1.232	0.301	3.765	0.000166625939880809	0.00179797535682862	0	0.0062	0.0039	0.0039	TRUE	NA
FBgn0033032	553	139	156	826	225	237	279	217	222	421	315	290	290.74	239	342	1.429	0.515	3.765	0.000166710369031814	0.00179797535682862	0	0.0135	0.0096	0.0096	TRUE	NA
FBgn0039006	1071	359	366	1492	489	557	539	561	522	761	684	683	624.91	541	709	1.317	0.397	3.76	0.000170121795619074	0.00182375466371949	0	0.0087	0.0063	0.0063	TRUE	NA
FBgn0261989	11	6	3	74	17	17	6	9	4	38	24	21	16.92	6	28	4.513	2.174	3.754	0.000174074647826406	0.00186389281185828	0.0534	0.1587	0.134	0.134	TRUE	NA
FBgn0015245	13464	6175	7054	14944	8576	10351	6781	9650	10051	7621	11995	12687	9797.57	8827	10768	1.208	0.272	3.751	0.000176433955290305	0.00188238377627529	0.002	0.0048	0.0037	0.0037	TRUE	NA
FBgn0265274	69	17	26	140	50	59	35	27	37	71	70	72	52	33	71	2.154	1.107	3.734	0.000188150447756944	0.00199784006952379	0	0.0547	0.0399	0.0399	TRUE	NA
FBgn0030871	972	393	476	1260	645	652	490	614	678	643	902	799	687.63	594	781	1.314	0.394	3.73	0.000191310864711264	0.00202898577419428	0.0019	0.0083	0.0065	0.0065	TRUE	NA
FBgn0031688	42	5	16	116	40	30	21	8	23	59	56	37	33.94	17	51	2.901	1.537	3.725	0.000195514696635305	0.00206865668359393	0.0728	0.0814	0.0802	0.0802	TRUE	NA
FBgn0010194	2148	653	719	2630	920	1027	1082	1021	1024	1341	1287	1259	1168.93	1042	1296	1.243	0.314	3.721	0.000198108815503951	0.00209114860809726	0	0.0068	0.0042	0.0042	TRUE	NA
FBgn0037580	3500	1273	1540	4237	1888	2051	1763	1989	2194	2161	2641	2514	2210.3	1982	2439	1.229	0.298	3.721	0.000198785459780835	0.00209581364326193	0.0013	0.0057	0.0041	0.0041	TRUE	NA
FBgn0033924	747	203	226	929	337	369	376	317	322	474	471	452	402.15	338	466	1.369	0.453	3.711	0.000206235734207088	0.00216668836055212	0	0.011	0.008	0.008	TRUE	NA
FBgn0000064	14102	5007	5231	15720	6619	7916	7103	7825	7454	8016	9258	9703	8226.3	7461	8992	1.202	0.265	3.7	0.00021574622713286	0.00225735776635563	0.0021	0.0048	0.0036	0.0036	TRUE	NA
FBgn0024277	11292	4233	4078	14182	5341	6017	5687	6615	5811	7232	7470	7375	6698.44	6038	7359	1.22	0.287	3.694	0.000220743918950074	0.00230285420119645	0.0029	0.0049	0.0042	0.0042	TRUE	NA
